f1,precision,recall,accuracy,executionTime,appTest
0.46645367412140576,0.964332892998679,0.3076274757690687,0.8038755137991779,0:00:01.536617,0
0.6656287425149701,0.4988332435828397,1.0,0.8428458853990769,0:00:02.503911,1
0.23441768065557486,0.13277074542897327,1.0,0.4697282421740626,0:00:01.802204,2
0.5385910074537148,0.36854228364593616,1.0,0.830551876379691,0:00:01.968350,3
0.6429200352197231,0.47678974237207644,0.9867321867321868,0.6060927152317881,0:00:02.008264,4
0.4683180511837964,0.5095294818344253,0.4332742466447202,0.6007194244604317,0:00:01.624216,5
0.6143890369242482,0.4434065934065934,1.0,0.8162524941048431,0:00:01.843815,6
0.47995064774830365,0.8285410010649628,0.33782023447676945,0.698255033557047,0:00:01.647270,7
0.20098410295230887,0.11171891436987166,1.0,0.12948453608247423,0:00:01.158997,8
